sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.oral.human.D.1.qiagen.H	33	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	1	saliva	human	human saliva	human.saliva.D		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	19.8	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	A5	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.D.2.qiagen.H	34	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	2	saliva	human	human saliva	human.saliva.D		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	19.8	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	B5	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.D.3.qiagen.H	35	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	3	saliva	human	human saliva	human.saliva.D		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	19.8	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	C5	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.O.1.qiagen.H	30	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	1	saliva	human	human saliva	human.saliva.O		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.O	9606	not collected	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	F4	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.O.2.qiagen.H	31	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	2	saliva	human	human saliva	human.saliva.O		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.O	9606	not collected	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	G4	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.O.3.qiagen.H	32	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	3	saliva	human	human saliva	human.saliva.O		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.O	9606	not collected	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	H4	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.P.1.qiagen.H	36	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	1	saliva	human	human saliva	human.saliva.P		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.P	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	D5	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.P.2.qiagen.H	37	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	2	saliva	human	human saliva	human.saliva.P		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.P	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	E5	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.P.3.qiagen.H	38	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	3	saliva	human	human saliva	human.saliva.P		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.P	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	F5	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.Q.1.qiagen.H	39	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	1	saliva	human	human saliva	human.saliva.Q		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	27	years	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.Q	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	G5	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.Q.2.qiagen.H	40	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	2	saliva	human	human saliva	human.saliva.Q		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	27	years	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.Q	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	H5	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.Q.3.qiagen.H	41	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	3	saliva	human	human saliva	human.saliva.Q		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	27	years	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.Q	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	A6	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.R.1.qiagen.H	42	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	1	saliva	human	human saliva	human.saliva.R		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.Q	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	B6	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.R.2.qiagen.H	43	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	2	saliva	human	human saliva	human.saliva.R		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.Q	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	C6	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.R.3.qiagen.H	44	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	3	saliva	human	human saliva	human.saliva.R		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.Q	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	D6	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.S.1.qiagen.H	45	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	1	saliva	human	human saliva	human.saliva.S		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.S	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	E6	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.S.2.qiagen.H	46	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	2	saliva	human	human saliva	human.saliva.S		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.S	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	F6	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.S.3.qiagen.H	47	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	3	saliva	human	human saliva	human.saliva.S		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.S	9606	not collected	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	G6	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.T.1.qiagen.H	48	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	1	saliva	human	human saliva	human.saliva.T		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.T	9606	not collected	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	H6	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.T.2.qiagen.H	49	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	None	not applicable	not provided	2	saliva	human	human saliva	human.saliva.T		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.T	9606	not collected	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	A7	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.human.T.3.qiagen.H	50	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	high	high	saline solution	not applicable	not provided	3	saliva	human	human saliva	human.saliva.T		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	not collected	not collected	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.T	9606	not collected	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	B7	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.A.1.qiagen.C	633	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	saline solution	not applicable	not provided	1	saliva rinse	human	human oral saline rinse	human.saline.rinse.A		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	FALSE	TRUE	A8	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.A.2.qiagen.C	634	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	saline solution	not applicable	not provided	2	saliva rinse	human	human oral saline rinse	human.saline.rinse.A		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	FALSE	TRUE	B8	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.A.3.qiagen.C	635	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	saline solution	not applicable	not provided	3	saliva rinse	human	human oral saline rinse	human.saline.rinse.A		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	FALSE	TRUE	C8	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.D.1.qiagen.C	636	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	saline solution	not applicable	not provided	1	saliva rinse	human	human oral saline rinse	human.saline.rinse.D		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	19.8	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	FALSE	TRUE	D8	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.D.2.qiagen.C	637	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	saline solution	not applicable	not provided	2	saliva rinse	human	human oral saline rinse	human.saline.rinse.D		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	19.8	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	FALSE	TRUE	E8	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.D.3.qiagen.C	638	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	saline solution	not applicable	not provided	3	saliva rinse	human	human oral saline rinse	human.saline.rinse.D		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	19.8	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	FALSE	TRUE	F8	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.Q.1.qiagen.C	639	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	saline solution	not applicable	not provided	1	saliva rinse	human	human oral saline rinse	human.saline.rinse.Q		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	27	years	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.Q	9606	not collected	kg	female	32.5	-117.25	UCSDMI	FALSE	TRUE	G8	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.Q.2.qiagen.C	640	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	saline solution	not applicable	not provided	2	saliva rinse	human	human oral saline rinse	human.saline.rinse.Q		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	27	years	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.Q	9606	not collected	kg	female	32.5	-117.25	UCSDMI	FALSE	TRUE	H8	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.Q.3.qiagen.C	641	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	saline solution	not applicable	not provided	3	saliva rinse	human	human oral saline rinse	human.saline.rinse.Q		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	27	years	UBERON:saliva	not collected	UBERON:saliva	UBERON:saliva	human	not collected	cm	adult	Homo sapiens	human.Q	9606	not collected	kg	female	32.5	-117.25	UCSDMI	FALSE	TRUE	A9	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.vtm.A.1.qiagen.C	642	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	VTM	not applicable	not provided	1	saliva rinse	human	human oral saline rinse in VTM	human.saline.rinse.VTM.A		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	FALSE	TRUE	B9	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.vtm.A.2.qiagen.C	643	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	VTM	not applicable	not provided	2	saliva rinse	human	human oral saline rinse in VTM	human.saline.rinse.VTM.A		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	FALSE	TRUE	C9	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.vtm.A.3.qiagen.C	644	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	VTM	not applicable	not provided	3	saliva rinse	human	human oral saline rinse in VTM	human.saline.rinse.VTM.A		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	FALSE	TRUE	D9	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
12201.oral.saline.vtm.D.1.qiagen.C	645	3	PowerSoil	PowerSoil	standard	Qiagen	20 min. at 20 Hz	10 min. at 65 degrees C	COVID-19	high	VTM	not applicable	not provided	1	saliva rinse	human	human oral saline rinse in VTM	human.saline.rinse.VTM.D		5/13/20		193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	frozen one day at -80C	USA:CA:San Diego	33	years	UBERON:saliva	19.8	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	FALSE	TRUE	E9	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing - round 3 - MagMAX 2 vs. 20-min bead-beating
